age,age_group,gender,job_type,daily_social_media_time,work_hours_per_day,stress_level,sleep_hours,screen_time_before_sleep,coffee_consumption_per_day,weekly_offline_hours
34,Young Adult,Male,Unemployed,2.75,8.17,3.0,7.24,1.5,2,9.5
52,Senior,Male,Student,0.12,8.32,7.0,9.39,0.6,1,16.49
50,Adult,Male,IT,4.13,5.3,3.0,6.61,2.02,0,0.0
50,Adult,Male,IT,2.05,7.09,3.0,7.74,1.16,2,10.72
40,Adult,Male,Unemployed,2.08,7.58,2.0,5.72,1.43,2,7.11
41,Adult,Male,Health,1.83,9.29,9.0,6.12,2.49,1,14.01
64,Senior,Male,Student,1.68,7.11,8.0,7.26,1.87,5,8.21
31,Young Adult,Male,Unemployed,4.81,4.6,9.0,5.19,2.43,3,6.31
22,Young Adult,Male,Finance,3.76,7.6,6.0,6.66,0.9,2,12.99
43,Adult,Male,Health,0.0,5.23,6.0,4.97,1.15,2,3.49
31,Young Adult,Male,Student,0.0,10.4,9.0,8.52,1.79,2,0.0
56,Senior,Male,Unemployed,3.11,7.37,4.0,6.66,1.06,3,12.71
26,Young Adult,Male,Finance,5.17,8.86,3.0,6.49,0.01,4,24.96
32,Young Adult,Male,IT,3.71,7.49,8.0,3.52,1.33,5,24.73
49,Adult,Male,Finance,1.34,4.81,6.0,6.87,1.48,1,7.08
56,Senior,Male,IT,2.3,7.84,2.0,7.55,1.52,0,6.49
32,Young Adult,Male,Education,2.29,6.06,5.0,7.07,0.48,2,7.17
60,Senior,Male,Student,3.31,7.59,1.0,5.11,1.08,3,17.52
46,Adult,Male,Finance,0.87,5.11,5.0,7.84,1.87,1,20.21
30,Young Adult,Male,IT,0.66,8.48,5.0,7.26,0.71,0,0.0
49,Adult,Male,Student,2.18,5.13,6.0,6.59,0.08,2,2.57
59,Senior,Male,Finance,1.04,7.07,6.0,7.59,0.38,0,18.04
62,Senior,Male,Student,5.1,8.5,2.0,5.83,0.66,3,3.44
23,Young Adult,Male,Unemployed,3.79,7.44,3.0,4.49,0.8,1,27.44
45,Adult,Male,IT,1.68,9.48,2.0,7.59,1.13,3,0.0
47,Adult,Male,Finance,6.5,4.24,4.0,6.45,1.06,3,14.62
28,Young Adult,Male,Unemployed,3.09,4.84,6.0,5.92,1.47,3,12.61
42,Adult,Male,Finance,0.84,3.82,2.0,5.8,0.44,1,1.41
50,Adult,Male,Unemployed,0.0,9.93,2.0,6.26,0.0,1,8.8
44,Adult,Male,Health,4.47,5.31,5.0,5.64,0.82,1,9.1
25,Young Adult,Male,Health,0.0,9.51,2.0,7.5,1.15,4,6.33
44,Adult,Male,Unemployed,2.78,7.0,1.0,8.09,0.78,2,17.02
26,Young Adult,Male,Finance,0.0,6.17,5.0,8.85,1.16,0,16.12
50,Adult,Male,Finance,2.14,6.47,9.0,7.82,0.45,2,12.95
59,Senior,Male,IT,0.0,8.24,8.0,5.3,1.35,1,10.85
49,Adult,Male,IT,3.5,4.72,8.0,7.53,0.05,4,8.16
58,Senior,Male,IT,3.66,8.78,8.0,5.3,0.65,1,2.33
34,Young Adult,Male,IT,2.72,5.53,9.0,6.19,1.69,5,15.86
50,Adult,Male,Education,3.16,6.75,5.0,6.49,0.48,2,22.1
43,Adult,Male,Student,1.51,5.14,8.0,6.49,1.21,2,4.95
23,Young Adult,Male,Unemployed,2.45,6.81,7.0,7.18,0.7,2,8.42
51,Senior,Male,IT,3.11,7.13,3.0,4.0,0.8,3,3.06
23,Young Adult,Male,Education,2.31,8.25,9.0,8.36,0.11,2,7.1
50,Adult,Male,Education,4.76,1.77,4.0,4.85,1.82,0,9.81
33,Young Adult,Male,Health,4.17,9.81,6.0,5.37,0.65,2,0.0
46,Adult,Male,Health,3.75,5.62,2.0,10.0,0.93,2,19.43
36,Adult,Male,Education,1.2,4.8,5.0,5.04,0.42,1,10.47
43,Adult,Male,IT,2.68,8.12,2.0,7.14,1.45,2,13.73
24,Young Adult,Male,Health,1.63,7.3,5.0,6.07,0.88,2,0.0
50,Adult,Male,Unemployed,3.77,6.96,7.0,3.96,0.81,1,0.9
57,Senior,Male,Education,2.2,6.47,10.0,6.6,0.0,1,1.96
45,Adult,Male,Education,0.03,10.1,10.0,8.08,1.98,1,16.48
65,Senior,Male,Student,6.79,8.83,4.0,4.55,0.97,4,12.78
65,Senior,Male,Student,2.15,8.12,6.0,7.29,1.23,0,14.2
29,Young Adult,Male,Health,5.03,7.32,10.0,4.62,0.0,1,7.19
22,Young Adult,Male,Unemployed,12.52,6.68,3.0,7.93,0.92,2,9.94
54,Senior,Male,Unemployed,4.97,5.88,10.0,6.26,0.36,4,8.03
36,Adult,Male,Student,2.19,4.81,7.0,7.5,0.0,4,2.32
65,Senior,Male,Student,2.49,9.98,4.0,3.66,1.93,0,0.71
33,Young Adult,Male,Health,3.4,9.37,7.0,4.44,0.31,2,8.24
37,Adult,Male,Student,3.32,9.39,4.0,7.41,1.53,1,4.09
41,Adult,Male,Health,3.76,6.23,3.0,5.74,1.19,2,12.81
28,Young Adult,Male,IT,5.19,5.85,8.0,5.24,1.45,2,11.48
25,Young Adult,Male,Health,3.25,7.12,2.0,6.49,1.15,4,0.0
46,Adult,Male,Unemployed,4.98,9.26,8.0,5.94,2.95,2,4.98
35,Young Adult,Male,Health,3.44,8.57,5.0,6.4,2.75,1,25.88
52,Senior,Male,Student,4.88,10.02,2.0,7.38,1.17,5,30.38
58,Senior,Male,Education,0.81,6.33,3.0,6.46,0.0,1,0.0
50,Adult,Male,Unemployed,1.33,7.09,6.0,7.12,1.2,2,10.09
31,Young Adult,Male,Unemployed,3.2,6.82,6.0,4.66,1.16,3,32.9
25,Young Adult,Male,Health,6.35,7.17,5.0,5.44,0.69,3,10.97
50,Adult,Male,Student,3.3,8.03,4.0,7.3,1.69,0,2.44
65,Senior,Male,Unemployed,2.16,3.4,5.0,5.25,0.0,5,18.46
39,Adult,Male,Health,3.81,6.86,1.0,7.05,2.37,0,7.09
55,Senior,Male,Education,1.99,5.56,10.0,6.3,0.61,2,17.71
25,Young Adult,Male,Education,1.82,6.56,10.0,5.32,2.74,3,9.87
44,Adult,Male,Finance,1.78,7.85,10.0,7.52,1.53,4,18.15
44,Adult,Male,Education,5.07,9.23,2.0,4.81,0.07,2,10.27
50,Adult,Male,IT,3.81,3.08,8.0,6.38,1.89,3,20.44
50,Adult,Male,Student,1.3,4.95,9.0,6.86,0.21,5,8.91
21,Young Adult,Male,Health,1.51,8.11,7.0,7.86,0.79,1,19.43
45,Adult,Male,Student,0.38,7.78,7.0,9.74,1.73,5,0.0
47,Adult,Male,Student,4.98,9.23,1.0,8.18,0.0,3,8.19
46,Adult,Male,IT,4.36,5.71,4.0,6.32,0.84,4,14.76
52,Senior,Male,IT,4.12,5.0,5.0,6.43,1.57,2,20.5
58,Senior,Male,Unemployed,4.12,7.97,1.0,7.43,0.19,0,11.26
63,Senior,Male,Health,0.0,8.36,1.0,9.07,1.05,4,13.59
48,Adult,Male,Finance,4.09,6.25,5.0,6.24,1.47,1,10.76
49,Adult,Male,Unemployed,2.21,4.56,1.0,4.97,0.54,3,18.67
50,Adult,Male,Unemployed,2.49,3.19,9.0,7.07,1.51,2,18.03
42,Adult,Male,IT,1.89,6.25,10.0,8.0,1.52,1,11.79
59,Senior,Male,Health,4.1,1.3,7.0,7.41,0.0,0,0.0
49,Adult,Male,Student,2.14,6.9,10.0,5.15,0.36,1,0.0
64,Senior,Male,Education,3.55,5.33,8.0,7.7,0.48,1,23.15
40,Adult,Male,IT,3.73,8.95,9.0,7.65,0.03,2,5.43
57,Senior,Male,Finance,5.64,6.13,1.0,7.33,1.51,1,9.59
60,Senior,Male,Education,0.56,7.81,4.0,4.92,0.31,4,6.71
65,Senior,Male,Unemployed,3.26,5.58,1.0,3.55,0.69,4,20.26
56,Senior,Male,Health,2.49,4.02,4.0,5.89,0.64,3,9.34
59,Senior,Male,Education,0.0,5.78,7.0,4.33,0.99,2,31.83
41,Adult,Male,Unemployed,0.03,9.28,8.0,8.61,1.23,4,17.39
30,Young Adult,Male,Education,0.1,8.85,4.0,5.08,0.92,1,11.72
53,Senior,Male,Education,6.1,6.97,3.0,7.9,0.89,1,6.3
37,Adult,Male,Health,1.85,5.38,6.0,5.95,0.08,1,23.19
25,Young Adult,Male,Education,1.52,9.2,2.0,6.13,1.3,1,10.32
40,Adult,Male,Education,6.11,10.99,2.0,5.58,0.47,3,0.0
51,Senior,Male,Finance,0.0,5.44,7.0,8.37,2.03,3,22.5
60,Senior,Male,Health,0.0,1.71,5.0,6.99,0.77,1,4.13
61,Senior,Male,Education,2.21,5.66,6.0,6.46,0.0,4,0.0
61,Senior,Male,Education,2.12,2.93,6.0,6.41,0.32,2,0.0
47,Adult,Male,IT,2.08,8.27,1.0,8.31,1.9,3,11.9
52,Senior,Male,Education,1.83,7.72,10.0,4.84,1.57,5,22.91
33,Young Adult,Male,Finance,6.19,8.97,10.0,7.5,0.0,2,7.95
34,Young Adult,Male,Finance,2.01,8.76,7.0,7.54,1.17,2,0.0
43,Adult,Male,Finance,4.59,8.65,6.0,5.41,0.6,0,11.45
43,Adult,Male,Health,3.05,12.0,3.0,3.08,0.25,5,0.0
40,Adult,Male,Student,1.23,10.17,9.0,7.14,0.73,1,9.37
29,Young Adult,Male,Finance,1.05,7.9,8.0,7.29,1.59,4,0.0
56,Senior,Male,Education,2.54,7.08,1.0,4.85,0.25,2,25.27
39,Adult,Male,Health,1.03,6.02,4.0,6.89,2.18,2,14.65
46,Adult,Male,Finance,5.66,7.77,3.0,5.92,0.7,3,14.81
29,Young Adult,Male,Finance,4.01,5.38,7.0,5.94,1.12,3,6.81
43,Adult,Male,Health,4.91,7.73,1.0,6.9,1.5,2,0.0
33,Young Adult,Male,Student,5.42,8.62,5.0,5.52,1.89,1,0.0
39,Adult,Male,Health,4.76,8.17,7.0,7.31,0.06,4,9.76
22,Young Adult,Male,Unemployed,7.99,6.31,1.0,7.29,1.06,3,11.76
47,Adult,Male,Health,5.55,4.13,2.0,5.42,0.92,2,16.31
22,Young Adult,Male,Education,2.79,9.09,7.0,5.68,0.98,1,7.47
65,Senior,Male,Unemployed,3.56,8.05,4.0,7.54,0.28,1,8.96
38,Adult,Male,Student,3.07,8.92,2.0,6.69,0.55,0,1.92
40,Adult,Male,Education,5.6,6.85,6.0,6.65,0.83,2,27.83
27,Young Adult,Male,Unemployed,8.34,5.21,1.0,6.17,1.34,1,19.38
51,Senior,Male,Education,3.92,8.31,6.0,6.22,0.67,0,0.0
27,Young Adult,Male,IT,5.18,11.82,7.0,6.27,1.46,1,14.86
21,Young Adult,Male,Finance,2.07,5.61,6.0,3.74,1.73,2,20.05
44,Adult,Male,Student,0.48,5.73,10.0,8.49,0.32,1,12.57
29,Young Adult,Male,Unemployed,3.26,5.3,6.0,6.03,0.62,1,12.63
50,Adult,Male,IT,2.17,6.79,5.0,6.5,0.15,1,8.88
50,Adult,Male,IT,3.95,7.48,1.0,6.38,0.0,1,15.73
61,Senior,Male,Health,7.21,6.65,7.0,6.33,0.26,1,3.47
63,Senior,Male,Education,7.07,9.48,5.0,5.48,0.17,0,6.63
46,Adult,Male,Unemployed,2.49,10.85,9.0,9.16,1.19,4,1.16
43,Adult,Male,Unemployed,6.16,6.92,4.0,7.85,1.01,4,17.21
27,Young Adult,Male,Finance,2.57,5.18,4.0,7.67,1.32,2,10.19
58,Senior,Male,Education,4.14,4.42,10.0,5.78,0.24,0,7.44
24,Young Adult,Male,Education,4.52,7.16,8.0,6.51,1.06,0,0.0
28,Young Adult,Male,IT,5.58,9.28,2.0,9.71,1.31,0,1.94
27,Young Adult,Male,IT,0.0,8.58,7.0,8.5,1.1,4,14.44
52,Senior,Male,Finance,3.78,8.66,5.0,7.92,0.6,3,13.31
53,Senior,Male,Finance,0.0,5.88,4.0,6.33,0.0,2,1.48
40,Adult,Male,Health,1.92,9.13,1.0,6.98,0.71,3,1.23
54,Senior,Male,Finance,4.33,6.57,10.0,7.59,0.99,3,25.48
58,Senior,Male,Health,0.2,6.93,10.0,7.29,1.83,2,10.72
47,Adult,Male,Education,1.39,8.31,5.0,5.42,1.73,2,7.36
65,Senior,Male,IT,2.66,9.04,10.0,6.84,1.21,5,0.0
42,Adult,Male,Unemployed,3.47,7.57,10.0,8.34,1.99,2,23.67
26,Young Adult,Male,Education,5.94,5.36,9.0,9.01,1.54,1,11.71
24,Young Adult,Male,Student,1.76,9.2,4.0,4.04,2.61,5,10.07
45,Adult,Male,Unemployed,4.74,6.46,9.0,5.49,0.8,1,19.82
64,Senior,Male,Health,1.51,4.6,6.0,7.56,0.15,2,18.79
53,Senior,Male,IT,0.0,3.09,4.0,6.56,0.93,1,11.93
40,Adult,Male,Education,2.92,4.21,6.0,5.58,2.25,6,13.69
33,Young Adult,Male,IT,0.15,7.57,1.0,6.36,0.44,3,14.79
31,Young Adult,Male,IT,0.48,6.04,2.0,6.8,1.21,4,8.09
52,Senior,Male,IT,2.84,11.95,4.0,5.11,1.61,1,9.38
60,Senior,Male,Health,3.33,8.21,5.0,7.05,2.18,2,3.55
64,Senior,Male,Finance,3.88,5.67,5.0,9.11,1.55,1,14.57
61,Senior,Male,Unemployed,1.44,3.59,7.0,5.58,0.44,1,3.15
39,Adult,Male,Unemployed,3.29,7.89,8.0,6.8,1.64,2,8.73
34,Young Adult,Male,IT,4.1,7.22,2.0,6.68,1.48,1,27.54
42,Adult,Male,Finance,0.13,6.27,4.0,7.7,0.19,1,18.61
21,Young Adult,Male,Student,2.65,7.24,5.0,3.94,0.51,1,4.99
61,Senior,Male,IT,3.2,5.12,5.0,5.46,1.76,4,21.1
43,Adult,Male,Health,0.0,5.75,5.0,3.0,0.86,0,6.15
62,Senior,Male,Health,2.32,7.74,5.0,6.61,1.24,3,18.61
30,Young Adult,Male,Student,0.16,6.89,9.0,6.82,0.96,3,5.54
45,Adult,Male,Health,2.31,8.76,8.0,8.28,0.0,3,7.95
58,Senior,Male,IT,2.76,5.18,2.0,4.24,1.09,1,8.37
56,Senior,Male,Education,5.21,1.28,3.0,8.56,0.82,2,12.4
45,Adult,Male,Health,3.35,3.38,8.0,6.55,1.95,1,15.52
62,Senior,Male,Student,4.78,6.22,10.0,8.65,0.5,1,12.22
62,Senior,Male,IT,1.36,7.59,8.0,3.54,0.0,1,17.29
38,Adult,Male,Student,1.26,7.28,7.0,5.4,1.06,0,7.68
28,Young Adult,Male,IT,3.36,7.76,7.0,3.82,1.2,1,24.71
54,Senior,Male,Student,3.88,5.81,3.0,4.81,1.22,2,6.56
53,Senior,Male,Education,1.94,4.29,10.0,5.5,0.28,0,16.04
52,Senior,Male,Health,0.42,7.68,9.0,5.58,0.0,1,9.87
36,Adult,Male,Unemployed,3.06,4.81,5.0,6.86,0.0,0,7.99
37,Adult,Male,Finance,1.45,8.5,10.0,6.62,0.77,1,7.67
35,Young Adult,Male,Education,0.0,6.63,2.0,5.42,0.62,1,9.08
58,Senior,Male,Unemployed,3.37,7.07,10.0,4.12,1.7,3,6.99
33,Young Adult,Male,Student,3.63,6.92,6.0,4.29,2.13,1,8.96
49,Adult,Male,Education,6.19,10.26,2.0,7.61,0.54,1,20.47
33,Young Adult,Male,Health,3.65,10.69,3.0,6.7,1.35,1,8.12
45,Adult,Male,Student,0.0,9.29,9.0,7.91,0.66,3,3.72
45,Adult,Male,Education,4.18,6.67,4.0,8.66,0.93,1,7.58
44,Adult,Male,Education,0.0,8.85,3.0,6.99,0.56,2,11.89
26,Young Adult,Male,Unemployed,1.86,6.47,8.0,4.03,0.48,3,10.66
37,Adult,Male,Unemployed,3.05,7.75,4.0,6.28,1.84,3,14.55
65,Senior,Male,IT,4.76,8.37,5.0,3.0,1.59,0,6.98
30,Young Adult,Male,Health,4.28,8.67,10.0,4.78,1.29,0,21.95
52,Senior,Male,IT,1.05,10.02,1.0,7.09,0.67,2,24.17
23,Young Adult,Male,Unemployed,1.53,8.24,5.0,7.68,0.0,1,14.7
64,Senior,Male,Finance,0.02,6.84,7.0,6.41,1.12,2,1.56
62,Senior,Male,Education,4.05,7.91,7.0,8.62,2.3,1,18.25
22,Young Adult,Male,IT,1.91,7.7,9.0,6.86,0.0,1,0.0
50,Adult,Male,Education,5.45,6.11,8.0,7.11,1.59,1,1.02
49,Adult,Male,IT,1.96,11.18,9.0,6.14,1.51,1,9.04
64,Senior,Male,Unemployed,0.0,4.49,1.0,4.82,1.33,0,3.35
28,Young Adult,Male,Education,1.65,6.44,10.0,7.3,1.5,3,23.11
51,Senior,Male,Education,0.0,8.99,2.0,6.15,0.53,3,14.74
58,Senior,Male,Student,4.89,3.46,6.0,6.65,2.83,2,20.22
65,Senior,Male,Health,6.07,7.18,3.0,6.11,0.8,1,10.12
54,Senior,Male,Education,1.64,5.13,8.0,4.75,1.92,2,5.42
27,Young Adult,Male,Finance,4.43,7.41,9.0,4.03,2.35,0,8.89
27,Young Adult,Male,IT,2.16,8.48,2.0,7.54,1.44,3,5.41
26,Young Adult,Male,Student,3.51,9.08,5.0,4.68,0.08,3,16.65
62,Senior,Male,Finance,3.85,7.23,5.0,5.45,0.43,4,0.0
25,Young Adult,Male,Finance,0.0,4.81,7.0,7.25,0.0,0,10.43
51,Senior,Male,Finance,6.08,10.13,5.0,8.97,0.01,1,16.48
22,Young Adult,Male,IT,2.59,5.4,8.0,4.68,1.2,2,4.5
34,Young Adult,Male,Student,1.64,3.26,4.0,4.63,0.83,3,8.47
32,Young Adult,Male,Finance,3.82,9.16,2.0,5.7,1.81,1,20.46
28,Young Adult,Male,Health,1.85,7.64,1.0,6.38,0.18,4,15.17
56,Senior,Male,Student,3.61,7.2,6.0,5.58,1.58,2,4.37
51,Senior,Male,Unemployed,8.37,6.08,5.0,4.48,1.71,4,0.0
35,Young Adult,Male,Student,1.92,7.27,6.0,5.73,0.96,0,16.59
32,Young Adult,Male,IT,2.35,9.81,6.0,7.67,0.78,3,0.0
51,Senior,Male,Education,0.61,10.08,8.0,7.11,0.44,1,19.46
55,Senior,Male,IT,3.86,5.72,1.0,6.78,0.23,0,7.87
50,Adult,Male,Health,8.47,9.31,6.0,5.99,1.71,2,6.2
32,Young Adult,Male,Student,4.15,8.85,10.0,7.77,0.98,3,14.04
59,Senior,Male,Unemployed,3.28,6.95,10.0,9.42,1.85,2,5.3
46,Adult,Male,Finance,6.58,8.03,6.0,4.97,0.09,0,0.29
27,Young Adult,Male,IT,4.36,6.76,10.0,6.5,0.49,5,14.45
60,Senior,Male,IT,0.53,5.42,4.0,4.15,1.42,1,21.89
60,Senior,Male,Finance,2.44,5.8,6.0,3.14,0.9,0,14.35
28,Young Adult,Male,Education,0.68,9.61,7.0,5.86,0.6,3,0.0
33,Young Adult,Male,Finance,2.97,7.24,8.0,6.56,1.8,0,24.67
28,Young Adult,Male,Student,2.27,8.35,9.0,6.39,0.0,1,20.23
21,Young Adult,Male,Student,3.2,7.25,6.0,8.46,1.02,3,0.96
22,Young Adult,Male,IT,3.62,7.64,9.0,7.25,0.92,3,0.0
59,Senior,Male,Education,3.14,5.57,9.0,6.18,1.43,2,7.49
43,Adult,Male,Health,3.76,8.34,8.0,6.09,0.81,2,28.6
44,Adult,Male,Finance,3.92,6.92,10.0,6.12,1.38,0,14.85
26,Young Adult,Male,Unemployed,3.18,10.98,8.0,6.9,0.0,1,15.05
64,Senior,Male,Health,5.46,6.34,10.0,4.81,0.0,3,8.18
64,Senior,Male,Finance,1.03,5.83,3.0,9.04,1.03,1,0.0
47,Adult,Male,Finance,2.22,4.66,6.0,6.68,1.4,2,21.37
53,Senior,Male,Student,4.58,4.52,8.0,6.54,2.02,2,5.31
25,Young Adult,Male,Unemployed,7.71,7.66,8.0,4.23,1.2,0,0.0
32,Young Adult,Male,Finance,4.7,7.28,4.0,7.78,1.78,2,21.07
31,Young Adult,Male,Student,0.26,5.43,7.0,5.07,1.6,3,0.0
31,Young Adult,Male,IT,5.98,8.62,1.0,7.66,0.0,2,7.26
64,Senior,Male,IT,0.0,5.9,9.0,5.64,1.03,2,19.34
62,Senior,Male,Unemployed,0.0,4.8,5.0,6.86,0.44,1,23.3
32,Young Adult,Male,Health,6.37,7.09,4.0,6.25,1.12,1,12.24
34,Young Adult,Male,Student,0.0,5.48,10.0,8.91,1.76,3,0.0
43,Adult,Male,Student,1.7,5.04,6.0,5.26,1.37,4,0.0
30,Young Adult,Male,Education,1.08,8.0,9.0,6.87,1.24,3,26.77
37,Adult,Male,Health,2.71,6.82,1.0,7.12,0.0,1,5.18
21,Young Adult,Male,Finance,2.23,5.34,6.0,7.87,0.11,2,3.9
64,Senior,Male,Unemployed,5.27,6.62,7.0,6.32,1.24,2,12.68
53,Senior,Male,IT,3.23,7.95,1.0,6.12,0.09,2,16.31
64,Senior,Male,Student,1.1,5.2,2.0,5.59,0.79,0,15.75
59,Senior,Male,Health,0.44,8.74,7.0,7.01,0.95,1,4.61
54,Senior,Male,Education,1.43,6.58,10.0,7.05,0.47,2,15.16
23,Young Adult,Male,Education,0.56,3.92,3.0,7.91,0.0,0,14.31
43,Adult,Male,Education,1.81,6.46,2.0,5.58,1.75,5,0.0
23,Young Adult,Male,IT,4.67,9.72,6.0,6.63,2.57,1,18.79
65,Senior,Male,Education,4.43,10.53,9.0,6.61,0.96,2,6.59
47,Adult,Male,Health,5.4,4.18,4.0,7.24,0.55,2,1.09
41,Adult,Male,Unemployed,3.84,6.69,1.0,6.73,1.19,6,14.35
23,Young Adult,Male,Unemployed,6.33,3.23,1.0,9.52,0.26,4,21.24
37,Adult,Male,Health,0.31,6.63,5.0,4.68,0.87,1,7.71
28,Young Adult,Male,IT,1.27,6.96,3.0,5.36,0.0,2,29.56
22,Young Adult,Male,Finance,3.36,7.38,10.0,7.49,1.19,0,12.85
43,Adult,Male,Student,3.71,6.13,2.0,5.35,1.21,3,11.86
21,Young Adult,Male,Unemployed,4.39,6.9,4.0,5.28,0.68,2,9.63
37,Adult,Male,IT,2.0,6.67,9.0,4.4,2.48,2,12.4
29,Young Adult,Male,Health,4.55,7.72,5.0,8.61,1.76,5,14.76
55,Senior,Male,Education,1.31,9.82,4.0,9.64,0.86,1,9.63
53,Senior,Male,Finance,0.0,7.73,8.0,6.75,2.18,1,0.77
30,Young Adult,Male,Unemployed,13.51,6.78,9.0,5.29,0.93,1,15.11
60,Senior,Male,Health,4.84,2.75,5.0,3.32,1.8,3,0.0
50,Adult,Male,Unemployed,2.82,4.2,1.0,7.29,1.56,2,4.86
22,Young Adult,Male,Education,0.38,8.77,4.0,6.7,1.49,0,7.16
57,Senior,Male,Student,0.0,8.16,3.0,4.44,0.69,2,8.71
34,Young Adult,Male,Education,2.95,7.68,9.0,7.26,1.19,0,9.46
28,Young Adult,Male,IT,2.43,5.39,3.0,5.83,0.48,3,19.9
41,Adult,Male,Student,4.62,6.56,3.0,7.39,0.63,0,13.5
47,Adult,Male,IT,2.03,6.45,7.0,6.38,0.0,0,12.08
48,Adult,Male,Health,0.29,6.99,1.0,4.46,1.38,5,16.41
22,Young Adult,Male,Education,2.28,8.55,3.0,7.69,0.96,0,2.09
31,Young Adult,Male,IT,2.32,6.2,2.0,5.32,0.45,2,6.91
28,Young Adult,Male,Student,3.99,6.41,4.0,6.37,1.34,2,16.77
54,Senior,Male,Student,3.38,6.82,3.0,8.31,0.84,2,19.92
47,Adult,Male,Health,0.26,9.04,8.0,3.29,1.08,2,17.4
31,Young Adult,Male,Unemployed,3.6,9.07,1.0,8.62,0.41,3,24.26
43,Adult,Male,Health,5.73,8.54,5.0,6.27,0.03,2,0.0
21,Young Adult,Male,Unemployed,0.91,7.12,5.0,8.37,1.04,1,20.22
62,Senior,Male,Finance,3.72,6.77,3.0,7.7,1.62,1,17.04
57,Senior,Male,Student,2.17,5.9,10.0,7.94,1.27,5,14.14
25,Young Adult,Male,Education,0.0,5.83,2.0,6.96,1.08,2,0.0
31,Young Adult,Male,Finance,0.44,3.8,7.0,3.0,0.97,1,8.33
49,Adult,Male,Finance,1.63,7.55,3.0,4.9,0.46,2,13.81
55,Senior,Male,Education,5.37,8.23,9.0,7.05,0.17,2,17.39
40,Adult,Male,Student,2.21,8.53,5.0,5.13,0.0,1,22.06
42,Adult,Male,Education,3.51,6.82,3.0,7.87,2.44,2,0.0
57,Senior,Male,Student,2.13,9.92,2.0,6.1,0.29,3,10.41
23,Young Adult,Male,Finance,4.29,11.82,3.0,6.9,0.71,0,9.2
25,Young Adult,Male,Unemployed,3.58,5.98,3.0,8.65,2.24,2,0.0
59,Senior,Male,Unemployed,2.33,7.92,3.0,8.31,1.76,1,5.83
32,Young Adult,Male,IT,3.34,8.55,2.0,5.26,2.1,3,5.23
56,Senior,Male,Education,1.16,6.94,8.0,4.9,1.25,0,21.02
46,Adult,Male,IT,0.0,3.17,2.0,6.64,1.28,4,19.45
54,Senior,Male,Education,2.02,4.94,1.0,7.15,0.0,1,22.36
44,Adult,Male,Education,4.41,7.85,9.0,7.17,1.0,0,8.23
39,Adult,Male,IT,4.26,10.07,4.0,5.61,0.25,1,7.4
50,Adult,Male,Education,0.68,4.73,3.0,5.18,1.08,1,1.42
48,Adult,Male,Finance,7.6,3.92,5.0,8.62,0.56,3,0.0
53,Senior,Male,Student,3.53,7.07,5.0,7.22,1.4,1,12.01
41,Adult,Male,Health,1.15,7.59,3.0,5.56,0.65,3,7.32
29,Young Adult,Male,Health,4.72,8.75,6.0,7.17,2.2,1,0.0
